Product_URL,shortDescription,longDescription,productName,itemDimFriendlyDesc,unitWeightLbs,dimensionalImage,productWidthIn,productHeightIn,productDepthIn,fabricDetails,additionalDimensions,assemblyInstructions,prop65Statement,packageItemDetails,error
https://www.ashleyfurniture.com/p/ridgeland_outdoor_loveseat_glider/P600009159.html,"Inspired by the designs of yesteryear, the Ridgeland Loveseat Glider brings class and charm to your outdoor space. The loveseat features a vintage-inspired clamshell back with decorative grooves perched atop a smooth-gliding base for stylish comfort. Made of durable steel, this glider has a powder coated finish that resists rust and sun fade. The Ridgeland Loveseat Glider is ideal for adding a dash of retro cool to your porch or patio.",Retro design | Sturdy steel construction | Weather-resistant powder coated finish | UV- and rust-resistant | Navy gloss finish | Back has a clamshell design with decorative grooves | Smooth-glide rocking mechanism | Seating for up to 2 | Assembly required,Ridgeland Outdoor Loveseat Glider,"47.5""W x 33""D x 32.5""H",46.2,{},47.5,32.5,33.0,,,[],"WARNING: This product can expose you to chemicals including wood dust and lead, which are known to the State of California to cause cancer or birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov/furniture . For more information go to www.CrosleyBrands.com/californiaproposition71",[],
https://www.ashleyfurniture.com/p/magnolia_outdoor_loveseat/P6001140CN.html,"The Magnolia collection takes after its namesake and offers a love for nature and a look of nobility to any setting. Designed to live outdoors, Magnolia is crafted to resist rust, weather, water, UV, and mildew. Unlike wicker, this rattan styled love seat is made of high quality resin, resistant to unraveling and the outdoor elements. Outdoor performance fabric cushions provide padding and comfort, giving the loveseat an approachable aesthetic for anyone who wants to take a seat and relax. This piece can be used as the perfect transition from outdoors to indoors, lending itself to casual and formal occasions. Let the soft and subtle colors of the Magnolia collection breathe beauty and life into your living space!","All weather resistant resin for both indoor and outdoor | Modern rattan design, will never unravel like traditional wicker | Resin material is rust proof | Environmental friendly materials | Easy care, wipe with cloth and water | Easy assembly, no extra tools required",Magnolia Outdoor Loveseat,"28""W x 55.5""D x 29.5""H",41.9,{},28.0,29.5,55.5,,,['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P6001140CN.pdf'],,[],
https://www.ashleyfurniture.com/p/bree_zee_8-piece_outdoor_modular_seating/P160P12.html,"The Bree Zee modular seating set seeks to bring serenity to your outdoor seating area. Channeling Japandi and casual contemporary aesthetics, its low profile encourages laid-back living without sacrificing sophistication. The included back cushions complete moments of tranquility with superior comfort. And with the modular design of each piece, you can effortlessly rearrange the pieces to suit your needs.","Includes 8 modular outdoor lounge chairs | Aluminum frame | Solution-dyed high-performance fabric | Nuvella® is an outdoor fabric that can be cleaned and offers UV resistance | Stainless steel hardware | Designed to withstand the harsh elements of the outdoors | Cushioned seat | Back cushion included | Includes PVC protective weather cover | Clean fabric with mild soap and water, let air dry; for stubborn stains, use a solution of 1 cup bleach to 1 gallon water | Estimated Assembly Time: 120 Minutes",Bree Zee 8-Piece Outdoor Modular Seating,"152""W x 114""D x 35""H",312.0,{},152.0,35.0,114.0,,,[],,[],
https://www.ashleyfurniture.com/p/moonlight_view_outdoor_loveseat_with_cushion/P695-835.html,"Indulge in luxe outside living without sacrificing longevity. The Moonlight View outdoor loveseat combines on-trend texture with a sleek aluminum frame. Lounge poolside or on the porch—the comfy cushions are a chic spot for you and a partner to soak up the sun. And with cleanable, UV-resistant Nuvella® fabric in a showstopping corded look, style and durability go hand in hand.","Made with aluminum | All-weather foam cushion core wrapped in soft polyester | Zippered cushions and throw pillows covered in solution-dyed high-performance fabric | Nuvella® is an outdoor fabric that can be cleaned and offers UV resistance | Clean fabric with mild soap and water, let air dry; for stubborn stains, use a solution of 4 oz. bleach to 28 oz. water | Stainless steel hardware | Designed to withstand the harsh elements of the outdoors | 2 throw pillows included | Assembly required | Estimated Assembly Time: 30 Minutes",Moonlight View Outdoor Loveseat with Cushion,"62""W x 38""D x 37""H",102.0,{},62.0,36.75,37.5,,"[{""DimensionDescription"":""Seat width"",""AlternativeDimensionInch"":""56"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Seat depth"",""AlternativeDimensionInch"":""22.13"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Seat height"",""AlternativeDimensionInch"":""19"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Distance between arms"",""AlternativeDimensionInch"":""56"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Arm height"",""AlternativeDimensionInch"":""25"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""}]",['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P695-835_I.pdf'],,[],
https://www.ashleyfurniture.com/p/nuu_garden_outdoor_bar_stools_set_of_2/P600011977.html,"Step into the future of outdoor relaxation with our Nuu Garden Textilene High Bar Stool, a marriage of style and practicality designed to elevate any space. Crafted with a resilient powder-coated iron frame, it's the ultimate choice for adding a touch of sophistication to your outdoor oasis. Its breathable textilene fabric ensures a comfortable seating experience, while thoughtful features like non-slip foot pads protect your floors and maintain quiet. From vibrant poolside gatherings to cozy balcony evenings, this stool is your go-to companion.","Comfortable Footrest: The high bar stools boast an ergonomic design, allowing you to lean against the backrest while resting your legs on the footrest, ensuring a more comfortable seating position. Experience prolonged sitting without feeling fatigued. | Non-Slip Foot Pads: The bar stools are equipped with anti-slip protectors, ensuring stability and safeguarding your floors from scratches and disruptive noises. Move them with confidence, knowing your space remains unharmed. | Powder-Coated Frame: The seat's supporting frame is made from powder-coated iron, known for its durability and weather resistance. This helps the frame stay in excellent condition even after long-term use. Each chair can hold up to 250 lbs. | Breathable Textilene Fabric: Premium quality textilene fabric is anti-tear, wear-resistant and weather-resistant. Being a porous material, it also has excellent breathability, so you won't feel sweaty even after sitting for long periods. | Curved Armrests: The bar stool elegantly curved armrests, meticulously designed to provide unparalleled ergonomic support, ensuring lasting comfort and alleviating strain, making prolonged seating sessions a pleasure.",Nuu Garden Outdoor Bar Stools (Set of 2),"23.5""W x 22.25""D x 45.5""H",38.67,{},23.43,45.28,22.05,,,['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P600011977.pdf'],,[],
https://www.ashleyfurniture.com/p/bree_zee_7-piece_outdoor_modular_seating/P160P13.html,"The Bree Zee modular seating set seeks to bring serenity to your outdoor seating area. Channeling Japandi and casual contemporary aesthetics, its low profile encourages laid-back living without sacrificing sophistication. The included back cushions complete moments of tranquility with superior comfort, while the seamlessly incorporated end table provides an ideal spot to rest a poolside read. And with the modular design of each piece, you can effortlessly rearrange the pieces to suit your needs.","Includes 7 modular pieces: 5 outdoor lounge chairs and 2 outdoor end tables | Chair frame and table made with aluminum | Solution-dyed high-performance fabric | Nuvella® is an outdoor fabric that can be cleaned and offers UV resistance | Stainless steel hardware | Designed to withstand the harsh elements of the outdoors | Cushioned seat | Back cushion included | Includes PVC protective weather cover | Clean fabric with mild soap and water, let air dry; for stubborn stains, use a solution of 1 cup bleach to 1 gallon water | Assembly required | Estimated Assembly Time: 110 Minutes",Bree Zee 7-Piece Outdoor Modular Seating,"130""W x 130""D x 34.5""H",227.0,{},130.0,34.5,130.0,,,[],,[],
https://www.ashleyfurniture.com/p/manhattan_comfort_benson_outdoor_rocking_chair_with_ottoman_and_end_table/P600011850.html,"Embrace the soothing allure of the Benson Collection, where outdoor relaxation meets unparalleled comfort. Sink into the plush chair and matching foot ottoman, both meticulously designed for your utmost comfort under the sun. With a rust-resistant steel frame encased in PE rattan rope and removable cushions clad in high-quality waterproof fabric with UV-resistant coating, every moment spent lounging becomes a seamless blend of style and durability. Moreover, the coffee table, featuring removable tempered glass, adds a touch of practical elegance to your outdoor haven.","Modern 3-Piece Outdoor Conversation Patio Set with 1 Chair, 1 Foot Ottoman, and 1 End Table. | Upon Assembly, Chair Dimensions Measure: 40.15 in. Length, 31.49 in. Height, 34.64 in. Depth. Foot Ottoman Dimensions Measure: 23.62 in. Length, 16.14 in. Height, 13.38 in. Depth. Table Dimensions Measure: 17.71 in. Length, 17.71 in. Height, 17.71 in. Depth. | Features Removeable Cushions with Zipper for Easy Cleaning and Care. | Made of High Quality Water Proof Fabric with a UV Resistant Coating. | Coffee Table Includes Removeable Tempered Glass. | Tufted Upholstery for Extra Beauty and Comfort. | Frame Made of Rust Resistant Steel Wrapped in PE Rattan Rope Perfect for Outdoor Weather. | Home Assembly Required. All Hardware Included",Manhattan Comfort Benson Outdoor Rocking Chair With Ottoman And End Table,"81.5""W x 34.75""D x 31.5""H",46.29,{},81.48,31.49,34.64,,,['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P600011850.pdf'],,[],
https://www.ashleyfurniture.com/p/windglow_outdoor_loveseat_and_2_chairs_with_coffee_table/APG-P340835-4P.html,"Clearly for those with exceptionally good taste, the Windglow conversation group is the perfect addition to any outdoor setting. Its all-weather resin wicker, aluminum frame and Nuvella+ upholstered cushions offer years of beauty. Designed for easy maintenance, this set adds style and functionality to your patio space.",Estimated Assembly Time: 105 Minutes,Windglow Outdoor Loveseat and 2 Chairs with Coffee Table,"56""W x 31""D x 36""H",183.0,{},56.5,36.0,31.0,,"[{""DimensionDescription"":""Seat width"",""AlternativeDimensionInch"":""48.13"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Seat depth"",""AlternativeDimensionInch"":""19.88"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Seat height"",""AlternativeDimensionInch"":""19.5"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Distance between arms"",""AlternativeDimensionInch"":""48.13"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Arm height"",""AlternativeDimensionInch"":""24.13"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Seat width"",""AlternativeDimensionInch"":""23.88"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Seat depth"",""AlternativeDimensionInch"":""17.75"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Seat height"",""AlternativeDimensionInch"":""19.88"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Arm height"",""AlternativeDimensionInch"":""24.13"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Distance between arms"",""AlternativeDimensionInch"":""23.88"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Opening"",""AlternativeDimensionInch"":""0"",""WidthInch"":""35.63"",""HeightInch"":""9.13"",""DepthInch"":""25.38""}]","['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P340-835_AIS.pdf', 'https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P340-820_AIS.pdf', 'https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P340-701_AIS.pdf']",,"[{""shortDescription"":""Clearly for those with exceptionally good taste, the Windglow loveseat is the perfect addition to any outdoor setting. Its all-weather resin wicker, aluminum frame and Nuvella+ upholstered cushions offer years of beauty. Designed for easy maintenance, this loveseat adds style and functionality to your patio space."",""longDescription"":""All-weather resin wicker woven on aluminum frame | Solution-dyed high-performance fabric | Nuvella+ is an outdoor fabric that can be cleaned and offers enhanced UV resistance | Clean fabric with mild soap and water, let air dry; for stubborn stains, use a solution of 4 oz. bleach to 28 oz. water | 2 throw pillows included | Stainless steel hardware | Designed to withstand the harsh elements of the outdoors | Assembly required | Estimated Assembly Time: 30 Minutes"",""productName"":""Windglow Outdoor Loveseat with Cushion"",""itemDimFriendlyDesc"":""56\""W x 31\""D x 36\""H"",""unitWeightLbs"":""63"",""dimensionalImage"":{},""productWidthIn"":""56.5"",""productHeightIn"":""36"",""productDepthIn"":""31"",""fabricDetails"":null,""additionalDimensions"":""[{\""DimensionDescription\"":\""Seat width\"",\""AlternativeDimensionInch\"":\""48.13\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""},{\""DimensionDescription\"":\""Seat depth\"",\""AlternativeDimensionInch\"":\""19.88\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""},{\""DimensionDescription\"":\""Seat height\"",\""AlternativeDimensionInch\"":\""19.5\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""},{\""DimensionDescription\"":\""Distance between arms\"",\""AlternativeDimensionInch\"":\""48.13\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""},{\""DimensionDescription\"":\""Arm height\"",\""AlternativeDimensionInch\"":\""24.13\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""}]"",""assemblyInstructions"":[""https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P340-835_AIS.pdf""]},{""shortDescription"":""Clearly for those with exceptionally good taste, the Windglow lounge chair is the perfect addition to any outdoor setting. Its all-weather resin wicker, aluminum frame and Nuvella+ upholstered cushions offer years of beauty. Designed for easy maintenance, this chair adds style and functionality to your patio space."",""longDescription"":""All-weather resin wicker woven on aluminum frame | Solution-dyed high-performance fabric | Nuvella+ is an outdoor fabric that can be cleaned and offers enhanced UV resistance | Clean fabric with mild soap and water, let air dry; for stubborn stains, use a solution of 4 oz. bleach to 28 oz. water | Stainless steel hardware | Designed to withstand the harsh elements of the outdoors | Assembly required | Estimated Assembly Time: 30 Minutes"",""productName"":""Windglow Outdoor Lounge Chair with Cushion"",""itemDimFriendlyDesc"":""32\""W x 31\""D x 36\""H"",""unitWeightLbs"":""40"",""dimensionalImage"":{},""productWidthIn"":""32.25"",""productHeightIn"":""36"",""productDepthIn"":""31"",""fabricDetails"":null,""additionalDimensions"":""[{\""DimensionDescription\"":\""Seat width\"",\""AlternativeDimensionInch\"":\""23.88\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""},{\""DimensionDescription\"":\""Seat depth\"",\""AlternativeDimensionInch\"":\""17.75\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""},{\""DimensionDescription\"":\""Seat height\"",\""AlternativeDimensionInch\"":\""19.88\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""},{\""DimensionDescription\"":\""Arm height\"",\""AlternativeDimensionInch\"":\""24.13\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""},{\""DimensionDescription\"":\""Distance between arms\"",\""AlternativeDimensionInch\"":\""23.88\"",\""WidthInch\"":\""0\"",\""HeightInch\"":\""0\"",\""DepthInch\"":\""0\""}]"",""assemblyInstructions"":[""https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P340-820_AIS.pdf""]},{""shortDescription"":""Clearly for those with exceptionally good taste, the Windglow coffee table is the perfect addition to any outdoor setting. Its all-weather resin wicker and aluminum frame offer years of beauty. Designed for easy maintenance, this table adds style and functionality to your patio space."",""longDescription"":""All-weather resin wicker woven on aluminum frame | Stainless steel hardware | Designed to withstand the harsh elements of the outdoors | Lower display shelf | Assembly required | Estimated Assembly Time: 15 Minutes"",""productName"":""Windglow Outdoor Coffee Table"",""itemDimFriendlyDesc"":""44\""W x 25\""D x 17\""H"",""unitWeightLbs"":""40"",""dimensionalImage"":{},""productWidthIn"":""44.38"",""productHeightIn"":""16.63"",""productDepthIn"":""25.38"",""fabricDetails"":null,""additionalDimensions"":""[{\""DimensionDescription\"":\""Opening\"",\""AlternativeDimensionInch\"":\""0\"",\""WidthInch\"":\""35.63\"",\""HeightInch\"":\""9.13\"",\""DepthInch\"":\""25.38\""}]"",""assemblyInstructions"":[""https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P340-701_AIS.pdf""]}]",
https://www.ashleyfurniture.com/p/crosley_furniture_bates_outdoor_dining_chair_set_of_2/P600008796.html,"Nostalgia abounds with the Bates Patio Chairs (Set of 2). Two vintage-style chairs in a variety of vibrant colors offer a fun outdoor lounging experience. Each chair features a square back with a unique basket weave design that allows air to circulate, and a cantilever base for relaxing in comfort. Made of durable steel, each outdoor chair has a powder-coated finish that resists rust and sun fade. The Bates patio set is sure to add a dash of retro fun to your porch or patio.","Retro patio furniture set | Sturdy steel outdoor furniture | Weather-resistant powder-coated finish | UV and rust resistant | Navy gloss finish | Back and seat of each patio chair feature a basket weave design with holes for air circulation | Cantilever base provides flex for lounging | Ideal for small outdoor spaces | Seating for two | Can be used as outdoor patio furniture, balcony furniture, or porch furniture",Crosley Furniture Bates Outdoor Dining Chair (Set of 2),"22""W x 22""D x 35""H",46.2,{},22.0,35.0,22.0,,,['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P600008796.pdf'],"WARNING: This product can expose you to chemicals including wood dust and lead, which are known to the State of California to cause cancer or birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov/furniture . For more information go to www.CrosleyBrands.com/californiaproposition65",[],
https://www.ashleyfurniture.com/p/highwood_weatherly_outdoor_rocking_chair/P600003446.html,"Welcome to highwood®. Welcome to relaxation. We are proud to offer the wood-replacement material of choice, as used in America’s largest theme parks, coastal resorts and hot-tub cabinets…now available for your own backyard. Add a contemporary flair to your front porch or patio. This rocking chair embodies the sleek styling the Weatherly Collection is known for. Although bold and modern, this rocker does not lack in welcoming comfort. Find yourself comfortably cradled and lulled into a peaceful, tranquil state. The smooth, gentle rock of the chair gives new meaning to the expression, “rock on.” The proprietary Highwood high-grade poly lumber used in this product offers the most realistic look of natural wood WITHOUT the headaches of maintaining or replacing every few seasons. Simply wash your highwood® furniture to remove any dirt or grime. Explore the entire line of highwood® products to coordinate other beautiful, durable products that will make your outdoor living space the envy of the neighborhood. Still not sure? Request a free product swatch so you can view the color and composition in person. This product is assembled with 304-grade stainless steel hardware and comes with the assurance of a manufacturer’s 12-year residential limited warranty. The rocking chair has been load-tested, per ASTM 1561-03 (2008) standard for Outdoor plastic furniture, and has a 500-pound weight capacity. Some assembly is required (see assembly guide) and assembled chair is 27.3""W x 41""H x 27""D (33lbs).","100% Made in the USA - backed by US warranty and support | Weatherproof - leave outside year-round.  Will not crack, peel or rot when exposed to the elements | No sanding, staining, or painting - yet it looks like real wood | Durable material - assembled with 304-grade stainless steel hardware | Some assembly is required - assembled chair is 27.3""W x 41""H x 27""D (33lbs) | Ships directly from third party vendor. See Warranty Information page for terms & conditions.",Highwood® Weatherly Outdoor Rocking Chair,"27.25""W x 28""D x 41.25""H",42.0,{},27.25,41.25,28.0,,,[],,[],
https://www.ashleyfurniture.com/p/windglow_outdoor_sofa_with_cushion/P340-838.html,"Clearly for those with exceptionally good taste, the Windglow sofa is the perfect addition to any outdoor setting. Its all-weather resin wicker, aluminum frame and Nuvella+ upholstered cushions offer years of beauty. Designed for easy maintenance, this sofa adds style and functionality to your patio space.","All-weather resin wicker woven on aluminum frame | Solution-dyed high-performance fabric | Nuvella+ is an outdoor fabric that can be cleaned and offers enhanced UV resistance | Clean fabric with mild soap and water, let air dry; for stubborn stains, use a solution of 4 oz. bleach to 28 oz. water | 2 throw pillows included | Stainless steel hardware | Designed to withstand the harsh elements of the outdoors | Assembly required | Estimated Assembly Time: 30 Minutes",Windglow Outdoor Sofa with Cushion,"80""W x 31""D x 36""H",86.0,{},80.38,36.0,31.0,,"[{""DimensionDescription"":""Seat width"",""AlternativeDimensionInch"":""72.38"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Seat depth"",""AlternativeDimensionInch"":""16.88"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Seat height"",""AlternativeDimensionInch"":""19.13"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Arm height"",""AlternativeDimensionInch"":""24.13"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""},{""DimensionDescription"":""Distance between arms"",""AlternativeDimensionInch"":""72.38"",""WidthInch"":""0"",""HeightInch"":""0"",""DepthInch"":""0""}]",['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P340-838_AIS.pdf'],,[],
https://www.ashleyfurniture.com/p/furinno_tioman_outdoor_hardwood_sun_lounger_with_tray/P600005220.html,"FURINNO Tioman outdoor series bring the relaxed lifestyle from the tropical Islands to your backyard. This series include armchairs, bench, coffee table, footstool and flower boxes. You can complete the look with a whole set, or simply pick one or two to add to your existing settings. Whether you want to enjoy a cup of coffee with your loved ones while watching the sun set, or read a book alone in a free sunny afternoon, FURINNO provides the perfect product to fit your needs and fit on your budget. Manufactured from Malaysian dark red meranti wood and treated with teak oil, Tioman outdoor series are more durable and water resistant. You can use them in backyard, garden or patio. A simple attitude towards lifestyle is reflected directly on the design of FURINNO furniture, creating a trend of simply nature. All the products are produced and packed 100% in Malaysia. Furinno Tioman Outdoor Hardwood Sun Lounger with Tray offers combination of durability, beauty and comfort. It is simple and stylish, perfect for both indoor and outdoor use. The two back wheels make it easy to move around and the assembly is simple. Also, the sun lounger has adjustable tilt positions for perfect relaxation and features a pullout tray beneath the seat. It is recommended to treat with suitable wood oil at least once a year to maintain the original appearance. Please follow the care instruction that comes in the package for details. Pictures are for illustration purpose. All decor items are not included in this offer.","Simple and stylish, perfect for both indoor and outdoor. | Features a pullout side tray under seat | Fits in your space and needs, fits on your budget | Materials: manufactured from malaysia hardwood treated with teak oil | Dimension: 70(w)x12(h)x23.52(d) inches. Holds up to 220 lbs | Ships directly from third party vendor. See Warranty Information page for terms & conditions.",Furinno Tioman Outdoor Hardwood Sun Lounger with Tray,"70""W x 23.5""D x 12""H",44.8,{},70.0,12.0,23.5,,,[],,[],
https://www.ashleyfurniture.com/p/vivid_outdoor_patio_counter_stool/P600010483.html,"Introducing the Vivid Outdoor Patio Bar or Counter Stool - a harmonious blend of sophistication and resilience crafted to elevate your outdoor entertaining experience. Meticulously designed with an emphasis on both style and durability, this stool becomes the focal point of your patio or outdoor bar area, seamlessly combining the enduring charm of eucalyptus wood with the practicality of water-resistant and UV-resistant features. Crafted from durable eucalyptus wood, the Vivid Outdoor Patio Bar or Counter Stool not only exudes timeless elegance but also promises lasting durability. The versatile design makes it a perfect match for both bar and counter heights, adapting effortlessly to your outdoor space's specific needs. Designed for those who appreciate the outdoors, this stool boasts water-resistant and UV-resistant frame and upholstery, ensuring it withstands the elements with grace. Whether soaking up the sun or facing unexpected rain, the Vivid Bar or Counter Stool remains a steadfast companion for your outdoor entertaining. Sink into the plush olefin cushions, available in a neutral tone, providing a comfortable and inviting seat for your guests. With water-resistant capabilities and easily removable covers, maintaining the freshness and allure of your outdoor entertaining space has never been easier. Create a welcoming atmosphere in your outdoor bar or counter area with the Vivid Outdoor Patio Bar or Counter Stool in Eucalyptus Wood. Its sleek and versatile design complements various outdoor settings, making it an ideal choice for those seeking a perfect balance of style and functionality. The Vivid Barstool collection is available in your choice of gray or taupe olefin fabric in 26 inch and 30 inch seat heights.","W: 23 In. x D: 23 In. x H: 37 In. x Seat H: 27.5 In. | Eucalyptus wood has a natural beauty with a straight grain and a smooth, uniform texture. Finished to bring out its natural color or stained to achieve a desired look | An ergonomically designed back cushion adds additional support for your lower back to keep you and your back healthy | This chair is upholstered with Olefin fabric, a synthetic fiber that is famous for its overall durability and resistance to stains, moisture, and fading. Additionally, this high-quality fabric is solution-dyed, so the fibers lock in these vibrant colors before they are spun into yarn, resulting in cushions that last and resist fading while braving the elements outdoors | This outdoor chair is simple to clean and easy to maintain, water-resistant and UV-resistant with a removable cover, just throw it into any washer and dryer | Whether you have a kitchen island, a bar table, pub table our outdoor space, we've got you covered. This bar or counter stool comes in your choice of 26"" counter or 30"" bar height options | This barstool comes with 1 back cushion and 1 seat cushion with hook and loop straps that attach to the frame. All covers have a zipper closure and can be removed for easy cleaning | Eucalyptus is a great choice for patio furniture. It is a durable, hard wood that can withstand exposure to the elements. Its natural oils make it naturally weather-resistant, especially against moisture, sun, and heat | Save yourself the time and hassle of assembling when purchasing this piece of furniture from Armen Living. This chair ships fully assembled to you and make your decorating a breeze by allowing you to go from the box to the living room in no time | Armen Living stands behind all products sold and gladly offer our customers a 1 year limited manufacturer warranty on all items. Our products are made from high quality materials that will last for many years to come",Vivid Outdoor Patio Counter Stool,"23""W x 23""D x 37""H",53.0,{},23.0,37.0,23.0,,,['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P600010483.pdf'],"WARNING: This product can expose you to chemicals includingA [Wood Dust known to cause cancer, name of one or more chemicals known to cause reproductive toxicity, or name of one or more chemicals known to cause both cancer and birth defects or other reproductive harm], which is [are] known to the State of California to cause cancer or birth defects or other reproductive harm.A  For more information go toA www.P65Warnings.ca.gov/furniture.",[],
https://www.ashleyfurniture.com/p/jonathan_y_hartley_outdoor_folding_day_bed_sofa/P600011815.html,"Our mid-century style adjustable bench converts easily from a cozy settee to a flat lounge for napping. Made from durable acacia wood, it features cushions covered in durable outdoor fabric. Perfect for a small deck or patio, this versatile modern sofa is ready for entertaining.","Solid wood is treated with a light teak matte finish for a natural wood look; cushion fabric is outdoor polyester in beige | Our outdoor furniture is made from Acacia wood, a durable hardwood that can last for years with proper care | Whether your decor is Bohemian chic or sleek contemporary, this settee will be the focal point of your deck, patio or balcony | Minimal maintenance required | Sturdy frame can hold up to 700 pounds",JONATHAN Y Hartley Outdoor Folding Day Bed Sofa,"66.75""W x 30.75""D x 31.5""H",76.06,{},66.54,31.5,30.71,,,['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P600011815.pdf'],,[],
https://www.ashleyfurniture.com/p/nuu_garden_patio_dining_chairs_set_of_2/P600008818.html,"Nuu Garden Outdoor Bistro Chair Set is an ideal long-term outdoor seating addition to your entertainment space. It boasts a vintage-inspired black finish for any living space and is exceptionally crafted from durable cast aluminum with exquisite craftsmanship, making it stay in perfect condition regardless of all weather. Ergonomic armrests offer ample support with a slight curve for a relaxed posture and lattice pattern design of back and seat for an elevated aesthetic sense. Sit on these bistro or dining chairs to enjoy morning coffee or have a nice conversation with your friends on the patio or garden.","Powder-coated Finish: Stylish lattice design for an elevated aesthetic and black coating finish with gold powders glittering and sparkling under the sunlight give an antique appearance. | Excellent Material: High-quality and heavy-duty cast aluminum frame protects from getting rust and corrosion from all weather and ensures durability and sturdiness for years to come. | Ergonomic Design: Smooth and curved armrests give arms space to rest on, hollow back provides excellent support for your back, and large sitting space adds more comfort to your body while chatting. | Adjustable Knobs: Adjustable feet keep stability anytime and anywhere and prevent unwanted sliding and floor scratches. Easy to assemble according to the Installation Manual. | Wide Application: The bistro chair set is easily moved around and widely applied to different occasions, suitable for gracing outdoor or indoor living spaces.",Nuu Garden Patio Dining Chairs Set of 2,"18.5""W x 19.5""D x 32.25""H",39.79,{},18.5,32.25,19.5,,,['https://www.ashleydirect.com/GraphicsVault/Assembly_Instr/P600008818.pdf'],,[],
